Date,Open,High,Low,Close,Adj Close,Volume
2021-10-29,455.869995,459.559998,455.559998,459.250000,456.224884,70162400
2021-11-01,460.299988,460.700012,458.200012,460.040009,457.009674,48433600
2021-11-02,460.220001,462.230011,460.079987,461.899994,458.857422,48908400
2021-11-03,461.299988,465.149994,460.829987,464.720001,461.658844,52509800
2021-11-04,465.359985,467.000000,464.989990,466.910004,463.834442,52847100
2021-11-05,469.279999,470.649994,466.920013,468.529999,465.443726,66390600
2021-11-08,469.700012,470.230011,468.200012,468.929993,465.841125,50405200
2021-11-09,469.320007,469.570007,465.880005,467.380005,464.301331,51149100
2021-11-10,465.579987,467.380005,462.040009,463.619995,460.566101,69429700
2021-11-11,465.209991,465.290009,463.750000,463.769989,460.715088,34848500
2021-11-12,465.119995,467.859985,464.109985,467.269989,464.192017,53466700
2021-11-15,468.640015,468.809998,466.230011,467.429993,464.350983,46980500
2021-11-16,467.149994,470.489990,467.070007,469.279999,466.188812,48857500
2021-11-17,469.000000,469.190002,467.480011,468.140015,465.056335,47858300
2021-11-18,469.239990,470.010010,466.339996,469.730011,466.635864,50625600
2021-11-19,469.609985,470.940002,468.500000,468.890015,465.801392,57315600
2021-11-22,470.890015,473.540009,467.350006,467.570007,464.490082,72762000
2021-11-23,467.220001,469.100006,464.450012,468.190002,465.105988,73206500
2021-11-24,466.059998,469.570007,465.190002,469.440002,466.347748,61858800
2021-11-26,462.339996,463.899994,457.769989,458.970001,455.946747,112669600
2021-11-29,464.070007,466.559998,461.730011,464.600006,461.539642,86268800
2021-11-30,462.000000,464.029999,455.299988,455.559998,452.559204,148559600
2021-12-01,461.640015,464.670013,450.290009,450.500000,447.532501,131939200
2021-12-02,450.730011,459.070007,450.309998,457.399994,454.387054,127637800
2021-12-03,459.170013,460.299988,448.920013,453.420013,450.433289,137331600
2021-12-06,456.130005,460.790009,453.559998,458.790009,455.767914,98977500
2021-12-07,464.410004,468.880005,458.649994,468.279999,465.195404,95484700
2021-12-08,468.700012,470.000000,466.829987,469.519989,466.427216,72238800
2021-12-09,468.149994,469.630005,466.140015,466.350006,463.278137,61272600
2021-12-10,469.230011,470.899994,466.510010,470.739990,467.639191,77159800
2021-12-13,470.190002,470.559998,466.269989,466.570007,463.496643,87724700
2021-12-14,463.089996,465.739990,460.250000,463.359985,460.307800,97264100
2021-12-15,463.420013,470.859985,460.739990,470.600006,467.500122,116899300
2021-12-16,472.570007,472.869995,464.799988,466.450012,463.377472,116568600
2021-12-17,461.549988,464.739990,458.059998,459.869995,458.445770,135511600
2021-12-20,454.480011,455.399994,451.140015,454.980011,453.570953,107134800
2021-12-21,458.609985,463.209991,456.309998,463.059998,461.625916,69806300
2021-12-22,462.790009,467.809998,462.579987,467.690002,466.241577,58890200
2021-12-23,468.750000,472.190002,468.640015,470.600006,469.142548,56439700
2021-12-27,472.059998,477.309998,472.010010,477.260010,475.781921,56808600
2021-12-28,477.720001,478.809998,476.059998,476.869995,475.393127,47274600
2021-12-29,476.980011,478.559998,475.920013,477.480011,476.001251,54503000
2021-12-30,477.929993,479.000000,475.670013,476.160004,474.685333,55329000
2021-12-31,475.640015,476.859985,474.670013,474.959991,473.489044,65237400
2022-01-03,476.299988,477.850006,473.850006,477.709991,476.230530,72668200
2022-01-04,479.220001,479.980011,475.579987,477.549988,476.071014,71178700
2022-01-05,477.160004,477.980011,468.279999,468.380005,466.929443,104538900
2022-01-06,467.890015,470.820007,465.429993,467.940002,466.490784,86858900
2022-01-07,467.950012,469.200012,464.649994,466.089996,464.646515,85111600
2022-01-10,462.700012,465.739990,456.600006,465.510010,464.068329,119362000
2022-01-11,465.230011,469.850006,462.049988,469.750000,468.295197,74303100
2022-01-12,471.589996,473.200012,468.940002,471.019989,469.561249,67605400
2022-01-13,472.190002,472.880005,463.440002,464.529999,463.091339,91173100
2022-01-14,461.190002,465.089996,459.899994,464.720001,463.280762,95890900
2022-01-18,459.739990,459.959991,455.309998,456.489990,455.076233,109709100
2022-01-19,458.130005,459.609985,451.459991,451.750000,450.350922,109357600
2022-01-20,453.750000,458.739990,444.500000,446.750000,445.366425,122379700
2022-01-21,445.559998,448.059998,437.950012,437.980011,436.623596,202271200
2022-01-24,432.029999,440.380005,420.760010,439.839996,438.477814,251783900
2022-01-25,433.059998,439.720001,427.149994,434.470001,433.124451,167997300
2022-01-26,440.720001,444.040009,428.859985,433.380005,432.037842,186391100
2022-01-27,438.260010,441.589996,429.450012,431.239990,429.904449,149878300
2022-01-28,432.679993,442.000000,427.820007,441.950012,440.581299,164457400
2022-01-31,441.239990,450.279999,439.809998,449.910004,448.516632,152251400
2022-02-01,450.679993,453.630005,446.940002,452.950012,451.547241,123155400
2022-02-02,455.500000,458.119995,453.049988,457.350006,455.933594,117361000
2022-02-03,450.950012,452.970001,445.709991,446.600006,445.216888,118024400
2022-02-04,446.350006,452.779999,443.829987,448.700012,447.310394,118454400
2022-02-07,449.510010,450.989990,445.850006,447.260010,445.874847,84472900
2022-02-08,446.730011,451.920013,445.220001,450.940002,449.543457,81012000
2022-02-09,455.220001,457.880005,455.010010,457.540009,456.123016,92589900
2022-02-10,451.339996,457.709991,447.200012,449.320007,447.928467,140103700
2022-02-11,449.410004,451.609985,438.940002,440.459991,439.095886,153214600
2022-02-14,439.920013,441.600006,435.339996,439.019989,437.660339,123006300
2022-02-15,443.730011,446.279999,443.179993,446.100006,444.718445,88482700
2022-02-16,443.929993,448.059998,441.940002,446.600006,445.216888,84863600
2022-02-17,443.220001,446.570007,436.420013,437.059998,435.706421,102259100
2022-02-18,437.329987,438.660004,431.820007,434.230011,432.885193,132642900
2022-02-22,431.890015,435.500000,425.859985,429.570007,428.239624,124391800
2022-02-23,432.660004,433.260010,421.350006,421.950012,420.643219,132578000
2022-02-24,411.019989,428.760010,410.640015,428.299988,426.973541,213942900
2022-02-25,429.609985,437.839996,427.859985,437.750000,436.394287,121804500
2022-02-28,432.029999,438.200012,430.700012,436.630005,435.277771,145615000
2022-03-01,435.040009,437.170013,427.109985,429.980011,428.648376,137785900
2022-03-02,432.369995,439.720001,431.570007,437.890015,436.533875,117726500
2022-03-03,440.470001,441.109985,433.799988,435.709991,434.360596,105501700
2022-03-04,431.750000,433.369995,427.880005,432.170013,430.831573,113978200
2022-03-07,431.549988,432.299988,419.359985,419.429993,418.131012,137896600
2022-03-08,419.619995,427.209991,415.119995,416.250000,414.960876,164772700
2022-03-09,425.140015,429.510010,422.820007,427.410004,426.086304,116990800
2022-03-10,422.519989,426.429993,420.440002,425.480011,424.162292,93972700
2022-03-11,428.119995,428.769989,419.529999,420.070007,418.769043,95636300
2022-03-14,420.890015,424.549988,415.790009,417.000000,415.708557,95729200
2022-03-15,419.769989,426.839996,418.420013,426.170013,424.850159,106219100
2022-03-16,429.890015,435.679993,424.799988,435.619995,434.270874,144954800
2022-03-17,433.589996,441.070007,433.190002,441.070007,439.704010,102676900
2022-03-18,438.000000,444.859985,437.220001,444.519989,444.519989,106345500
2022-03-21,444.339996,446.459991,440.679993,444.390015,444.390015,88349800
2022-03-22,445.859985,450.579987,445.859985,449.589996,449.589996,74650400
2022-03-23,446.910004,448.489990,443.709991,443.799988,443.799988,79426100
2022-03-24,445.940002,450.500000,444.760010,450.489990,450.489990,64736900
2022-03-25,451.160004,452.980011,448.429993,452.690002,452.690002,77101300
2022-03-28,452.059998,455.910004,450.059998,455.910004,455.910004,68529800
2022-03-29,460.019989,462.070007,457.179993,461.549988,461.549988,86581500
2022-03-30,460.339996,461.200012,456.470001,458.700012,458.700012,79666900
2022-03-31,457.890015,458.760010,451.160004,451.640015,451.640015,121699900
2022-04-01,453.309998,453.459991,449.140015,452.920013,452.920013,89048800
2022-04-04,453.130005,456.910004,452.260010,456.799988,456.799988,59601000
2022-04-05,455.220001,457.829987,449.820007,451.029999,451.029999,74214500
2022-04-06,446.890015,448.929993,443.470001,446.519989,446.519989,106898000
2022-04-07,445.589996,450.690002,443.529999,448.769989,448.769989,78097200
2022-04-08,447.970001,450.630005,445.940002,447.570007,447.570007,79272700
2022-04-11,444.109985,445.000000,439.390015,439.920013,439.920013,89770500
2022-04-12,443.079987,445.750000,436.649994,438.290009,438.290009,84363600
2022-04-13,438.029999,444.109985,437.839996,443.309998,443.309998,74070400
2022-04-14,443.549988,444.730011,437.679993,437.790009,437.790009,97869500
2022-04-18,436.809998,439.750000,435.609985,437.970001,437.970001,66002500
2022-04-19,437.859985,445.799988,437.679993,445.040009,445.040009,77821000
2022-04-20,446.920013,447.570007,443.480011,444.709991,444.709991,65224400
2022-04-21,448.540009,450.010010,437.100006,438.059998,438.059998,85417300
2022-04-22,436.910004,438.079987,425.440002,426.040009,426.040009,132471800
2022-04-25,423.670013,428.690002,418.839996,428.510010,428.510010,119647700
2022-04-26,425.829987,426.040009,416.070007,416.100006,416.100006,103996300
2022-04-27,417.239990,422.920013,415.010010,417.269989,417.269989,122030000
2022-04-28,422.290009,429.640015,417.600006,427.809998,427.809998,105449100
2022-04-29,423.589996,425.869995,411.209991,412.000000,412.000000,145187900
2022-05-02,412.070007,415.920013,405.019989,414.480011,414.480011,158312500
2022-05-03,415.010010,418.929993,413.359985,416.380005,416.380005,100028200
2022-05-04,417.079987,429.660004,413.709991,429.059998,429.059998,144247900
2022-05-05,424.549988,425.000000,409.440002,413.809998,413.809998,172929100
2022-05-06,411.100006,414.799988,405.730011,411.339996,411.339996,151671300
2022-05-09,405.100006,406.410004,396.500000,398.170013,398.170013,155586100
2022-05-10,404.489990,406.079987,394.820007,399.089996,399.089996,132497200
2022-05-11,398.070007,404.040009,391.959991,392.750000,392.750000,142361000
2022-05-12,389.369995,395.799988,385.149994,392.339996,392.339996,125090800
2022-05-13,396.709991,403.179993,395.609985,401.720001,401.720001,104029300
2022-05-16,399.980011,403.970001,397.600006,400.089996,400.089996,78622400
2022-05-17,406.529999,408.570007,402.579987,408.320007,408.320007,83029700
2022-05-18,403.500000,403.799988,390.549988,391.859985,391.859985,117674500
2022-05-19,388.619995,394.140015,387.109985,389.459991,389.459991,98510700
2022-05-20,393.250000,397.029999,380.540009,389.630005,389.630005,131209600
2022-05-23,392.829987,397.730011,390.380005,396.920013,396.920013,76414900
2022-05-24,392.559998,395.149994,386.959991,393.890015,393.890015,91448800
